district_id;district_name;year;month;week;cases;population;area_km2;density;cases_per_100k
Q10;Quận 10;2024;4;15;24;234819.0;5.72;41.052;10.221
Q11;Quận 11;2024;4;15;25;209867.0;5.14;40.83;11.912
Q12;Quận 12;2024;4;15;104;620146.0;52.74;11.921;16.77
Q3;Quận 3;2024;4;15;23;190375.0;4.92;38.694;12.081
Q4;Quận 4;2024;4;15;26;175329.0;4.18;41.945;14.829
Q5;Quận 5;2024;4;15;24;159073.0;4.27;37.254;15.087
Q6;Quận 6;2024;4;15;26;233561.0;7.19;32.712;11.132
Q7;Quận 7;2024;4;15;56;360155.0;35.69;10.091;15.549
Q8;Quận 8;2024;4;15;57;424667.0;19.18;22.222;13.422
TB;Tân Bình;2024;4;15;70;474792.0;22.43;21.168;14.743
TP;Tân Phú;2024;4;15;70;485348.0;15.97;30.391;14.423
TD;Thủ Đức;2024;4;15;224;1169967.0;211.56;5.53;19.146
BC;Bình Chánh;2024;4;16;192;705508.0;252.69;2.793;27.214
BT;Bình Tân;2024;4;16;129;784173.0;52.02;15.074;16.45
BTH;Bình Thạnh;2024;4;16;88;499164.0;20.76;24.021;17.629
CG;Cần Giờ;2024;4;16;12;71526.0;704.45;102.0;16.777
CC;Củ Chi;2024;4;16;85;462047.0;434.77;1.063;18.396
GV;Gò Vấp;2024;4;16;88;676899.0;19.73;34.308;13.0
HM;Hóc Môn;2024;4;16;105;542243.0;109.17;4.967;19.364
NB;Nhà Bè;2024;4;16;36;206837.0;100.43;2.06;17.405
PN;Phú Nhuận;2024;4;16;22;163961.0;4.86;33.599;13.418
Q1;Quận 1;2024;4;16;27;142625.0;7.73;18.451;18.931
Q10;Quận 10;2024;4;16;28;234819.0;5.72;41.052;11.924
Q11;Quận 11;2024;4;16;23;209867.0;5.14;40.83;10.959
Q12;Quận 12;2024;4;16;115;620146.0;52.74;11.921;18.544
Q3;Quận 3;2024;4;16;28;190375.0;4.92;38.694;14.708
Q4;Quận 4;2024;4;16;20;175329.0;4.18;41.945;11.407
Q5;Quận 5;2024;4;16;31;159073.0;4.27;37.254;19.488
Q6;Quận 6;2024;4;16;31;233561.0;7.19;32.712;13.273
Q7;Quận 7;2024;4;16;57;360155.0;35.69;10.091;15.827
Q8;Quận 8;2024;4;16;67;424667.0;19.18;22.222;15.777
TB;Tân Bình;2024;4;16;76;474792.0;22.43;21.168;16.007
TP;Tân Phú;2024;4;16;71;485348.0;15.97;30.391;14.629
TD;Thủ Đức;2024;4;16;218;1169967.0;211.56;5.53;18.633
BC;Bình Chánh;2024;4;17;182;705508.0;252.69;2.793;25.797
BT;Bình Tân;2024;4;17;144;784173.0;52.02;15.074;18.363
BTH;Bình Thạnh;2024;4;17;85;499164.0;20.76;24.021;17.028
CG;Cần Giờ;2024;4;17;18;71526.0;704.45;102.0;25.166
CC;Củ Chi;2024;4;17;96;462047.0;434.77;1.063;20.777
GV;Gò Vấp;2024;4;17;114;676899.0;19.73;34.308;16.842
HM;Hóc Môn;2024;4;17;106;542243.0;109.17;4.967;19.548
NB;Nhà Bè;2024;4;17;31;206837.0;100.43;2.06;14.988
PN;Phú Nhuận;2024;4;17;26;163961.0;4.86;33.599;15.857
Q1;Quận 1;2024;4;17;22;142625.0;7.73;18.451;15.425
Q10;Quận 10;2024;4;17;25;234819.0;5.72;41.052;10.646
Q11;Quận 11;2024;4;17;24;209867.0;5.14;40.83;11.436
Q12;Quận 12;2024;4;17;94;620146.0;52.74;11.921;15.158
Q3;Quận 3;2024;4;17;17;190375.0;4.92;38.694;8.93
Q4;Quận 4;2024;4;17;23;175329.0;4.18;41.945;13.118
Q5;Quận 5;2024;4;17;23;159073.0;4.27;37.254;14.459
Q6;Quận 6;2024;4;17;33;233561.0;7.19;32.712;14.129
Q7;Quận 7;2024;4;17;55;360155.0;35.69;10.091;15.271
Q8;Quận 8;2024;4;17;62;424667.0;19.18;22.222;14.6
TB;Tân Bình;2024;4;17;97;474792.0;22.43;21.168;20.43
TP;Tân Phú;2024;4;17;59;485348.0;15.97;30.391;12.156
TD;Thủ Đức;2024;4;17;217;1169967.0;211.56;5.53;18.548
BC;Bình Chánh;2024;4;18;185;705508.0;252.69;2.793;26.222
BT;Bình Tân;2024;4;18;148;784173.0;52.02;15.074;18.873
BTH;Bình Thạnh;2024;4;18;82;499164.0;20.76;24.021;16.427
CG;Cần Giờ;2024;4;18;18;71526.0;704.45;102.0;25.166
CC;Củ Chi;2024;4;18;85;462047.0;434.77;1.063;18.396
GV;Gò Vấp;2024;4;18;122;676899.0;19.73;34.308;18.023
HM;Hóc Môn;2024;4;18;111;542243.0;109.17;4.967;20.471
NB;Nhà Bè;2024;4;18;42;206837.0;100.43;2.06;20.306
PN;Phú Nhuận;2024;4;18;18;163961.0;4.86;33.599;10.978
Q1;Quận 1;2024;4;18;20;142625.0;7.73;18.451;14.023
Q10;Quận 10;2024;4;18;17;234819.0;5.72;41.052;7.24
Q11;Quận 11;2024;4;18;34;209867.0;5.14;40.83;16.201
Q12;Quận 12;2024;4;18;108;620146.0;52.74;11.921;17.415
Q3;Quận 3;2024;4;18;17;190375.0;4.92;38.694;8.93
Q4;Quận 4;2024;4;18;30;175329.0;4.18;41.945;17.111
Q5;Quận 5;2024;4;18;19;159073.0;4.27;37.254;11.944
Q6;Quận 6;2024;4;18;35;233561.0;7.19;32.712;14.985
Q7;Quận 7;2024;4;18;38;360155.0;35.69;10.091;10.551
Q8;Quận 8;2024;4;18;72;424667.0;19.18;22.222;16.954
TB;Tân Bình;2024;4;18;72;474792.0;22.43;21.168;15.165
TP;Tân Phú;2024;4;18;75;485348.0;15.97;30.391;15.453
TD;Thủ Đức;2024;4;18;248;1169967.0;211.56;5.53;21.197
BC;Bình Chánh;2024;5;19;163;705508.0;252.69;2.793;23.104
BT;Bình Tân;2024;5;19;155;784173.0;52.02;15.074;19.766
BTH;Bình Thạnh;2024;5;19;105;499164.0;20.76;24.021;21.035
CG;Cần Giờ;2024;5;19;13;71526.0;704.45;102.0;18.175
CC;Củ Chi;2024;5;19;111;462047.0;434.77;1.063;24.024
GV;Gò Vấp;2024;5;19;126;676899.0;19.73;34.308;18.614
HM;Hóc Môn;2024;5;19;113;542243.0;109.17;4.967;20.839
NB;Nhà Bè;2024;5;19;35;206837.0;100.43;2.06;16.922
PN;Phú Nhuận;2024;5;19;15;163961.0;4.86;33.599;9.149
Q1;Quận 1;2024;5;19;28;142625.0;7.73;18.451;19.632
Q10;Quận 10;2024;5;19;28;234819.0;5.72;41.052;11.924
Q11;Quận 11;2024;5;19;20;209867.0;5.14;40.83;9.53
Q12;Quận 12;2024;5;19;109;620146.0;52.74;11.921;17.577
Q3;Quận 3;2024;5;19;25;190375.0;4.92;38.694;13.132
Q4;Quận 4;2024;5;19;30;175329.0;4.18;41.945;17.111
Q5;Quận 5;2024;5;19;19;159073.0;4.27;37.254;11.944
Q6;Quận 6;2024;5;19;50;233561.0;7.19;32.712;21.408
Q7;Quận 7;2024;5;19;64;360155.0;35.69;10.091;17.77
Q8;Quận 8;2024;5;19;65;424667.0;19.18;22.222;15.306
TB;Tân Bình;2024;5;19;100;474792.0;22.43;21.168;21.062
TP;Tân Phú;2024;5;19;85;485348.0;15.97;30.391;17.513
TD;Thủ Đức;2024;5;19;252;1169967.0;211.56;5.53;21.539
BC;Bình Chánh;2024;5;20;199;705508.0;252.69;2.793;28.207
BT;Bình Tân;2024;5;20;164;784173.0;52.02;15.074;20.914
BTH;Bình Thạnh;2024;5;20;90;499164.0;20.76;24.021;18.03
CG;Cần Giờ;2024;5;20;18;71526.0;704.45;102.0;25.166
CC;Củ Chi;2024;5;20;90;462047.0;434.77;1.063;19.479
GV;Gò Vấp;2024;5;20;146;676899.0;19.73;34.308;21.569
HM;Hóc Môn;2024;5;20;112;542243.0;109.17;4.967;20.655
NB;Nhà Bè;2024;5;20;48;206837.0;100.43;2.06;23.207
PN;Phú Nhuận;2024;5;20;18;163961.0;4.86;33.599;10.978
Q1;Quận 1;2024;5;20;39;142625.0;7.73;18.451;27.344
Q10;Quận 10;2024;5;20;25;234819.0;5.72;41.052;10.646
Q11;Quận 11;2024;5;20;26;209867.0;5.14;40.83;12.389
Q12;Quận 12;2024;5;20;104;620146.0;52.74;11.921;16.77
Q3;Quận 3;2024;5;20;18;190375.0;4.92;38.694;9.455
Q4;Quận 4;2024;5;20;36;175329.0;4.18;41.945;20.533
Q5;Quận 5;2024;5;20;23;159073.0;4.27;37.254;14.459
Q6;Quận 6;2024;5;20;45;233561.0;7.19;32.712;19.267
Q7;Quận 7;2024;5;20;52;360155.0;35.69;10.091;14.438
Q8;Quận 8;2024;5;20;74;424667.0;19.18;22.222;17.425
TB;Tân Bình;2024;5;20;82;474792.0;22.43;21.168;17.271
TP;Tân Phú;2024;5;20;85;485348.0;15.97;30.391;17.513
TD;Thủ Đức;2024;5;20;279;1169967.0;211.56;5.53;23.847
BC;Bình Chánh;2024;5;21;179;705508.0;252.69;2.793;25.372
BT;Bình Tân;2024;5;21;175;784173.0;52.02;15.074;22.317
BTH;Bình Thạnh;2024;5;21;89;499164.0;20.76;24.021;17.83
CG;Cần Giờ;2024;5;21;13;71526.0;704.45;102.0;18.175
CC;Củ Chi;2024;5;21;133;462047.0;434.77;1.063;28.785
GV;Gò Vấp;2024;5;21;125;676899.0;19.73;34.308;18.467
HM;Hóc Môn;2024;5;21;120;542243.0;109.17;4.967;22.13
NB;Nhà Bè;2024;5;21;39;206837.0;100.43;2.06;18.855
PN;Phú Nhuận;2024;5;21;17;163961.0;4.86;33.599;10.368
Q1;Quận 1;2024;5;21;27;142625.0;7.73;18.451;18.931
Q10;Quận 10;2024;5;21;32;234819.0;5.72;41.052;13.628
Q11;Quận 11;2024;5;21;30;209867.0;5.14;40.83;14.295
Q12;Quận 12;2024;5;21;110;620146.0;52.74;11.921;17.738
Q3;Quận 3;2024;5;21;15;190375.0;4.92;38.694;7.879
Q4;Quận 4;2024;5;21;24;175329.0;4.18;41.945;13.689
Q5;Quận 5;2024;5;21;27;159073.0;4.27;37.254;16.973
Q6;Quận 6;2024;5;21;37;233561.0;7.19;32.712;15.842
Q7;Quận 7;2024;5;21;62;360155.0;35.69;10.091;17.215
Q8;Quận 8;2024;5;21;54;424667.0;19.18;22.222;12.716
TB;Tân Bình;2024;5;21;105;474792.0;22.43;21.168;22.115
TP;Tân Phú;2024;5;21;83;485348.0;15.97;30.391;17.101
TD;Thủ Đức;2024;5;21;270;1169967.0;211.56;5.53;23.078
BC;Bình Chánh;2024;5;22;219;705508.0;252.69;2.793;31.041
BT;Bình Tân;2024;5;22;173;784173.0;52.02;15.074;22.061
BTH;Bình Thạnh;2024;5;22;84;499164.0;20.76;24.021;16.828
CG;Cần Giờ;2024;5;22;17;71526.0;704.45;102.0;23.768
CC;Củ Chi;2024;5;22;104;462047.0;434.77;1.063;22.509
GV;Gò Vấp;2024;5;22;138;676899.0;19.73;34.308;20.387
HM;Hóc Môn;2024;5;22;107;542243.0;109.17;4.967;19.733
NB;Nhà Bè;2024;5;22;61;206837.0;100.43;2.06;29.492
PN;Phú Nhuận;2024;5;22;20;163961.0;4.86;33.599;12.198
Q1;Quận 1;2024;5;22;25;142625.0;7.73;18.451;17.528
Q10;Quận 10;2024;5;22;29;234819.0;5.72;41.052;12.35
Q11;Quận 11;2024;5;22;26;209867.0;5.14;40.83;12.389
Q12;Quận 12;2024;5;22;144;620146.0;52.74;11.921;23.22
Q3;Quận 3;2024;5;22;16;190375.0;4.92;38.694;8.404
Q4;Quận 4;2024;5;22;23;175329.0;4.18;41.945;13.118
Q5;Quận 5;2024;5;22;20;159073.0;4.27;37.254;12.573
Q6;Quận 6;2024;5;22;40;233561.0;7.19;32.712;17.126
Q7;Quận 7;2024;5;22;51;360155.0;35.69;10.091;14.161
Q8;Quận 8;2024;5;22;71;424667.0;19.18;22.222;16.719
TB;Tân Bình;2024;5;22;101;474792.0;22.43;21.168;21.272
TP;Tân Phú;2024;5;22;99;485348.0;15.97;30.391;20.398
TD;Thủ Đức;2024;5;22;270;1169967.0;211.56;5.53;23.078
BC;Bình Chánh;2024;6;23;216;705508.0;252.69;2.793;30.616
BT;Bình Tân;2024;6;23;187;784173.0;52.02;15.074;23.847
BTH;Bình Thạnh;2024;6;23;101;499164.0;20.76;24.021;20.234
CG;Cần Giờ;2024;6;23;25;71526.0;704.45;102.0;34.952
CC;Củ Chi;2024;6;23;93;462047.0;434.77;1.063;20.128
GV;Gò Vấp;2024;6;23;143;676899.0;19.73;34.308;21.126
HM;Hóc Môn;2024;6;23;127;542243.0;109.17;4.967;23.421
NB;Nhà Bè;2024;6;23;46;206837.0;100.43;2.06;22.24
PN;Phú Nhuận;2024;6;23;23;163961.0;4.86;33.599;14.028
Q1;Quận 1;2024;6;23;25;142625.0;7.73;18.451;17.528
Q10;Quận 10;2024;6;23;25;234819.0;5.72;41.052;10.646
Q11;Quận 11;2024;6;23;30;209867.0;5.14;40.83;14.295
Q12;Quận 12;2024;6;23;113;620146.0;52.74;11.921;18.222
Q3;Quận 3;2024;6;23;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2024;6;23;30;175329.0;4.18;41.945;17.111
Q5;Quận 5;2024;6;23;33;159073.0;4.27;37.254;20.745
Q6;Quận 6;2024;6;23;38;233561.0;7.19;32.712;16.27
Q7;Quận 7;2024;6;23;55;360155.0;35.69;10.091;15.271
Q8;Quận 8;2024;6;23;70;424667.0;19.18;22.222;16.484
TB;Tân Bình;2024;6;23;87;474792.0;22.43;21.168;18.324
TP;Tân Phú;2024;6;23;80;485348.0;15.97;30.391;16.483
TD;Thủ Đức;2024;6;23;284;1169967.0;211.56;5.53;24.274
BC;Bình Chánh;2024;6;24;230;705508.0;252.69;2.793;32.601
BT;Bình Tân;2024;6;24;193;784173.0;52.02;15.074;24.612
BTH;Bình Thạnh;2024;6;24;113;499164.0;20.76;24.021;22.638
CG;Cần Giờ;2024;6;24;22;71526.0;704.45;102.0;30.758
CC;Củ Chi;2024;6;24;111;462047.0;434.77;1.063;24.024
GV;Gò Vấp;2024;6;24;140;676899.0;19.73;34.308;20.683
HM;Hóc Môn;2024;6;24;142;542243.0;109.17;4.967;26.188
NB;Nhà Bè;2024;6;24;56;206837.0;100.43;2.06;27.074
PN;Phú Nhuận;2024;6;24;22;163961.0;4.86;33.599;13.418
Q1;Quận 1;2024;6;24;31;142625.0;7.73;18.451;21.735
Q10;Quận 10;2024;6;24;37;234819.0;5.72;41.052;15.757
Q11;Quận 11;2024;6;24;37;209867.0;5.14;40.83;17.63
Q12;Quận 12;2024;6;24;128;620146.0;52.74;11.921;20.64
Q3;Quận 3;2024;6;24;21;190375.0;4.92;38.694;11.031
Q4;Quận 4;2024;6;24;44;175329.0;4.18;41.945;25.096
Q5;Quận 5;2024;6;24;18;159073.0;4.27;37.254;11.316
Q6;Quận 6;2024;6;24;47;233561.0;7.19;32.712;20.123
Q7;Quận 7;2024;6;24;77;360155.0;35.69;10.091;21.38
Q8;Quận 8;2024;6;24;62;424667.0;19.18;22.222;14.6
TB;Tân Bình;2024;6;24;90;474792.0;22.43;21.168;18.956
TP;Tân Phú;2024;6;24;104;485348.0;15.97;30.391;21.428
TD;Thủ Đức;2024;6;24;305;1169967.0;211.56;5.53;26.069
BC;Bình Chánh;2024;6;25;240;705508.0;252.69;2.793;34.018
BT;Bình Tân;2024;6;25;186;784173.0;52.02;15.074;23.719
BTH;Bình Thạnh;2024;6;25;103;499164.0;20.76;24.021;20.635
CG;Cần Giờ;2024;6;25;28;71526.0;704.45;102.0;39.147
CC;Củ Chi;2024;6;25;106;462047.0;434.77;1.063;22.941
GV;Gò Vấp;2024;6;25;169;676899.0;19.73;34.308;24.967
HM;Hóc Môn;2024;6;25;127;542243.0;109.17;4.967;23.421
NB;Nhà Bè;2024;6;25;46;206837.0;100.43;2.06;22.24
PN;Phú Nhuận;2024;6;25;23;163961.0;4.86;33.599;14.028
Q1;Quận 1;2024;6;25;33;142625.0;7.73;18.451;23.138
Q10;Quận 10;2024;6;25;28;234819.0;5.72;41.052;11.924
Q11;Quận 11;2024;6;25;33;209867.0;5.14;40.83;15.724
Q12;Quận 12;2024;6;25;149;620146.0;52.74;11.921;24.027
Q3;Quận 3;2024;6;25;19;190375.0;4.92;38.694;9.98
Q4;Quận 4;2024;6;25;28;175329.0;4.18;41.945;15.97
Q5;Quận 5;2024;6;25;34;159073.0;4.27;37.254;21.374
Q6;Quận 6;2024;6;25;35;233561.0;7.19;32.712;14.985
Q7;Quận 7;2024;6;25;73;360155.0;35.69;10.091;20.269
Q8;Quận 8;2024;6;25;77;424667.0;19.18;22.222;18.132
TB;Tân Bình;2024;6;25;109;474792.0;22.43;21.168;22.957
TP;Tân Phú;2024;6;25;95;485348.0;15.97;30.391;19.574
TD;Thủ Đức;2024;6;25;297;1169967.0;211.56;5.53;25.385
BC;Bình Chánh;2024;6;26;254;705508.0;252.69;2.793;36.002
BT;Bình Tân;2024;6;26;228;784173.0;52.02;15.074;29.075
BTH;Bình Thạnh;2024;6;26;120;499164.0;20.76;24.021;24.04
CG;Cần Giờ;2024;6;26;25;71526.0;704.45;102.0;34.952
CC;Củ Chi;2024;6;26;120;462047.0;434.77;1.063;25.971
GV;Gò Vấp;2024;6;26;147;676899.0;19.73;34.308;21.717
HM;Hóc Môn;2024;6;26;172;542243.0;109.17;4.967;31.72
NB;Nhà Bè;2024;6;26;45;206837.0;100.43;2.06;21.756
PN;Phú Nhuận;2024;6;26;13;163961.0;4.86;33.599;7.929
Q1;Quận 1;2024;6;26;26;142625.0;7.73;18.451;18.23
Q10;Quận 10;2024;6;26;32;234819.0;5.72;41.052;13.628
Q11;Quận 11;2024;6;26;43;209867.0;5.14;40.83;20.489
Q12;Quận 12;2024;6;26;135;620146.0;52.74;11.921;21.769
Q3;Quận 3;2024;6;26;27;190375.0;4.92;38.694;14.183
Q4;Quận 4;2024;6;26;35;175329.0;4.18;41.945;19.962
Q5;Quận 5;2024;6;26;24;159073.0;4.27;37.254;15.087
Q6;Quận 6;2024;6;26;55;233561.0;7.19;32.712;23.548
Q7;Quận 7;2024;6;26;71;360155.0;35.69;10.091;19.714
Q8;Quận 8;2024;6;26;74;424667.0;19.18;22.222;17.425
TB;Tân Bình;2024;6;26;95;474792.0;22.43;21.168;20.009
TP;Tân Phú;2024;6;26;108;485348.0;15.97;30.391;22.252
TD;Thủ Đức;2024;6;26;340;1169967.0;211.56;5.53;29.061
BC;Bình Chánh;2024;7;27;252;705508.0;252.69;2.793;35.719
BT;Bình Tân;2024;7;27;228;784173.0;52.02;15.074;29.075
BTH;Bình Thạnh;2024;7;27;107;499164.0;20.76;24.021;21.436
CG;Cần Giờ;2024;7;27;29;71526.0;704.45;102.0;40.545
CC;Củ Chi;2024;7;27;111;462047.0;434.77;1.063;24.024
GV;Gò Vấp;2024;7;27;173;676899.0;19.73;34.308;25.558
HM;Hóc Môn;2024;7;27;142;542243.0;109.17;4.967;26.188
NB;Nhà Bè;2024;7;27;60;206837.0;100.43;2.06;29.008
PN;Phú Nhuận;2024;7;27;26;163961.0;4.86;33.599;15.857
Q1;Quận 1;2024;7;27;41;142625.0;7.73;18.451;28.747
Q10;Quận 10;2024;7;27;24;234819.0;5.72;41.052;10.221
Q11;Quận 11;2024;7;27;55;209867.0;5.14;40.83;26.207
Q12;Quận 12;2024;7;27;146;620146.0;52.74;11.921;23.543
Q3;Quận 3;2024;7;27;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2024;7;27;38;175329.0;4.18;41.945;21.674
Q5;Quận 5;2024;7;27;29;159073.0;4.27;37.254;18.231
Q6;Quận 6;2024;7;27;50;233561.0;7.19;32.712;21.408
Q7;Quận 7;2024;7;27;85;360155.0;35.69;10.091;23.601
Q8;Quận 8;2024;7;27;75;424667.0;19.18;22.222;17.661
TB;Tân Bình;2024;7;27;117;474792.0;22.43;21.168;24.642
TP;Tân Phú;2024;7;27;114;485348.0;15.97;30.391;23.488
TD;Thủ Đức;2024;7;27;308;1169967.0;211.56;5.53;26.326
BC;Bình Chánh;2024;7;28;244;705508.0;252.69;2.793;34.585
BT;Bình Tân;2024;7;28;195;784173.0;52.02;15.074;24.867
BTH;Bình Thạnh;2024;7;28;113;499164.0;20.76;24.021;22.638
CG;Cần Giờ;2024;7;28;30;71526.0;704.45;102.0;41.943
CC;Củ Chi;2024;7;28;130;462047.0;434.77;1.063;28.136
GV;Gò Vấp;2024;7;28;170;676899.0;19.73;34.308;25.115
HM;Hóc Môn;2024;7;28;143;542243.0;109.17;4.967;26.372
NB;Nhà Bè;2024;7;28;53;206837.0;100.43;2.06;25.624
PN;Phú Nhuận;2024;7;28;21;163961.0;4.86;33.599;12.808
Q1;Quận 1;2024;7;28;28;142625.0;7.73;18.451;19.632
Q10;Quận 10;2024;7;28;43;234819.0;5.72;41.052;18.312
Q11;Quận 11;2024;7;28;35;209867.0;5.14;40.83;16.677
Q12;Quận 12;2024;7;28;142;620146.0;52.74;11.921;22.898
Q3;Quận 3;2024;7;28;23;190375.0;4.92;38.694;12.081
Q4;Quận 4;2024;7;28;40;175329.0;4.18;41.945;22.814
Q5;Quận 5;2024;7;28;40;159073.0;4.27;37.254;25.146
Q6;Quận 6;2024;7;28;42;233561.0;7.19;32.712;17.982
Q7;Quận 7;2024;7;28;79;360155.0;35.69;10.091;21.935
Q8;Quận 8;2024;7;28;84;424667.0;19.18;22.222;19.78
TB;Tân Bình;2024;7;28;118;474792.0;22.43;21.168;24.853
TP;Tân Phú;2024;7;28;103;485348.0;15.97;30.391;21.222
TD;Thủ Đức;2024;7;28;323;1169967.0;211.56;5.53;27.608
BC;Bình Chánh;2024;7;29;301;705508.0;252.69;2.793;42.664
BT;Bình Tân;2024;7;29;210;784173.0;52.02;15.074;26.78
BTH;Bình Thạnh;2024;7;29;117;499164.0;20.76;24.021;23.439
CG;Cần Giờ;2024;7;29;25;71526.0;704.45;102.0;34.952
CC;Củ Chi;2024;7;29;136;462047.0;434.77;1.063;29.434
GV;Gò Vấp;2024;7;29;146;676899.0;19.73;34.308;21.569
HM;Hóc Môn;2024;7;29;171;542243.0;109.17;4.967;31.536
NB;Nhà Bè;2024;7;29;68;206837.0;100.43;2.06;32.876
PN;Phú Nhuận;2024;7;29;24;163961.0;4.86;33.599;14.638
Q1;Quận 1;2024;7;29;40;142625.0;7.73;18.451;28.046
Q10;Quận 10;2024;7;29;37;234819.0;5.72;41.052;15.757
Q11;Quận 11;2024;7;29;42;209867.0;5.14;40.83;20.013
Q12;Quận 12;2024;7;29;183;620146.0;52.74;11.921;29.509
Q3;Quận 3;2024;7;29;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2024;7;29;46;175329.0;4.18;41.945;26.236
Q5;Quận 5;2024;7;29;33;159073.0;4.27;37.254;20.745
Q6;Quận 6;2024;7;29;43;233561.0;7.19;32.712;18.411
Q7;Quận 7;2024;7;29;60;360155.0;35.69;10.091;16.659
Q8;Quận 8;2024;7;29;91;424667.0;19.18;22.222;21.429
TB;Tân Bình;2024;7;29;123;474792.0;22.43;21.168;25.906
TP;Tân Phú;2024;7;29;121;485348.0;15.97;30.391;24.931
TD;Thủ Đức;2024;7;29;317;1169967.0;211.56;5.53;27.095
BC;Bình Chánh;2024;7;30;304;705508.0;252.69;2.793;43.09
BT;Bình Tân;2024;7;30;240;784173.0;52.02;15.074;30.605
BTH;Bình Thạnh;2024;7;30;118;499164.0;20.76;24.021;23.64
CG;Cần Giờ;2024;7;30;17;71526.0;704.45;102.0;23.768
CC;Củ Chi;2024;7;30;163;462047.0;434.77;1.063;35.278
GV;Gò Vấp;2024;7;30;155;676899.0;19.73;34.308;22.899
HM;Hóc Môn;2024;7;30;180;542243.0;109.17;4.967;33.195
NB;Nhà Bè;2024;7;30;59;206837.0;100.43;2.06;28.525
PN;Phú Nhuận;2024;7;30;13;163961.0;4.86;33.599;7.929
Q1;Quận 1;2024;7;30;32;142625.0;7.73;18.451;22.436
Q10;Quận 10;2024;7;30;38;234819.0;5.72;41.052;16.183
Q11;Quận 11;2024;7;30;38;209867.0;5.14;40.83;18.107
Q12;Quận 12;2024;7;30;148;620146.0;52.74;11.921;23.865
Q3;Quận 3;2024;7;30;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2024;7;30;40;175329.0;4.18;41.945;22.814
Q5;Quận 5;2024;7;30;27;159073.0;4.27;37.254;16.973
Q6;Quận 6;2024;7;30;48;233561.0;7.19;32.712;20.551
Q7;Quận 7;2024;7;30;81;360155.0;35.69;10.091;22.49
Q8;Quận 8;2024;7;30;94;424667.0;19.18;22.222;22.135
TB;Tân Bình;2024;7;30;114;474792.0;22.43;21.168;24.011
TP;Tân Phú;2024;7;30;120;485348.0;15.97;30.391;24.725
TD;Thủ Đức;2024;7;30;348;1169967.0;211.56;5.53;29.744
BC;Bình Chánh;2024;7;31;274;705508.0;252.69;2.793;38.837
BT;Bình Tân;2024;7;31;217;784173.0;52.02;15.074;27.672
BTH;Bình Thạnh;2024;7;31;124;499164.0;20.76;24.021;24.842
CG;Cần Giờ;2024;7;31;28;71526.0;704.45;102.0;39.147
CC;Củ Chi;2024;7;31;145;462047.0;434.77;1.063;31.382
GV;Gò Vấp;2024;7;31;194;676899.0;19.73;34.308;28.66
HM;Hóc Môn;2024;7;31;169;542243.0;109.17;4.967;31.167
NB;Nhà Bè;2024;7;31;57;206837.0;100.43;2.06;27.558
PN;Phú Nhuận;2024;7;31;33;163961.0;4.86;33.599;20.127
Q1;Quận 1;2024;7;31;46;142625.0;7.73;18.451;32.252
Q10;Quận 10;2024;7;31;38;234819.0;5.72;41.052;16.183
Q11;Quận 11;2024;7;31;50;209867.0;5.14;40.83;23.825
Q12;Quận 12;2024;7;31;187;620146.0;52.74;11.921;30.154
Q3;Quận 3;2024;7;31;29;190375.0;4.92;38.694;15.233
Q4;Quận 4;2024;7;31;32;175329.0;4.18;41.945;18.251
Q5;Quận 5;2024;7;31;25;159073.0;4.27;37.254;15.716
Q6;Quận 6;2024;7;31;50;233561.0;7.19;32.712;21.408
Q7;Quận 7;2024;7;31;85;360155.0;35.69;10.091;23.601
Q8;Quận 8;2024;7;31;93;424667.0;19.18;22.222;21.9
TB;Tân Bình;2024;7;31;122;474792.0;22.43;21.168;25.695
TP;Tân Phú;2024;7;31;118;485348.0;15.97;30.391;24.312
TD;Thủ Đức;2024;7;31;341;1169967.0;211.56;5.53;29.146
BC;Bình Chánh;2024;8;32;278;705508.0;252.69;2.793;39.404
BT;Bình Tân;2024;8;32;238;784173.0;52.02;15.074;30.35
BTH;Bình Thạnh;2024;8;32;129;499164.0;20.76;24.021;25.843
CG;Cần Giờ;2024;8;32;21;71526.0;704.45;102.0;29.36
CC;Củ Chi;2024;8;32;123;462047.0;434.77;1.063;26.621
GV;Gò Vấp;2024;8;32;179;676899.0;19.73;34.308;26.444
HM;Hóc Môn;2024;8;32;158;542243.0;109.17;4.967;29.138
NB;Nhà Bè;2024;8;32;74;206837.0;100.43;2.06;35.777
PN;Phú Nhuận;2024;8;32;39;163961.0;4.86;33.599;23.786
Q1;Quận 1;2024;8;32;31;142625.0;7.73;18.451;21.735
Q10;Quận 10;2024;8;32;47;234819.0;5.72;41.052;20.015
Q11;Quận 11;2024;8;32;43;209867.0;5.14;40.83;20.489
Q12;Quận 12;2024;8;32;164;620146.0;52.74;11.921;26.445
Q3;Quận 3;2024;8;32;32;190375.0;4.92;38.694;16.809
Q4;Quận 4;2024;8;32;45;175329.0;4.18;41.945;25.666
Q5;Quận 5;2024;8;32;42;159073.0;4.27;37.254;26.403
Q6;Quận 6;2024;8;32;54;233561.0;7.19;32.712;23.12
Q7;Quận 7;2024;8;32;80;360155.0;35.69;10.091;22.213
